Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
irish_republicans_desc;Down with the monarchy! An Irish Free State is the only solution!;;;;;;;;;;;;;
irish_unionists;Irish Unionists;;;;;;;;;;;;;
irish_unionists_desc;Ireland is a part of the United Kingdom, now and forever more! We will not turn our back on the monarchy!;;;;;;;;;;;;;
adam_smith;Adam Smith;;;;;;;;;;;;;
adam_smith_desc;Adam Smith was a Scottish Enlightenment philosopher of political economy. He was author of The Theory of Moral Sentiments and An Inquiry into the Nature and Causes of the Wealth of Nations. Smith promoted the central tenement of Capitalism as the individual pursuing his own self-interest, and in so doing, promoting the greater good. He talked about the 'invisible hand' that would guide the actions of individuals and argued against government interference in all but a aspects of the economy.;;;;;;;;;;;;;
jean_baptiste_say;Jean-Baptiste Say;;;;;;;;;;;;;
jean_baptiste_say_desc;Jean-Baptiste Say was a French scholar active in the field of political economy. A contemporary of Adam Smith, he also advocated economic competition and freedom of trade. He wrote the Traité d'économie politique ou simple exposition de la manière dont se forment, se distribuent et se composent les richesses, originally published in 1803. Say's Law of Markets was derived thus from his treatise, 'Inherent in supply is the wherewithal for its own consumption.';;;;;;;;;;;;;
david_ricardo;David Ricardo;;;;;;;;;;;;;
david_ricardo_desc;David Ricardo was an English political economist who followed the theories of Adam Smith. He wrote his most important work in 1817, titled Principles of Political Economy and Taxation. A great promoter of free trade, his major contribution to classical economics was his Law of Comparative Advantage, where he argued that mutual advantage in trade was always possible if each country concentrated on its resource advantages.;;;;;;;;;;;;;
alexander_bain;Alexander Bain;;;;;;;;;;;;;
alexander_bain_desc;An associate of J.S. Mill, Alexander Bain added connections from physiology to associationist psychology, adding the laws of compound and constructive association to those of contiguity, similarity, and frequency. He was known for writing two of the earliest textbooks in psychology in 1855 and 1859, which were used by later experimental psychologists such as William James. His Spencer-Bain principle concerning probability of behavior recalls the later Behaviorist school in its conclusions.;;;;;;;;;;;;;
thomas_brown;Thomas Brown;;;;;;;;;;;;;
thomas_brown_desc;Thomas Brown was an associationist of the Scottish School, he added a secondary set of laws to complete the associationist philosophy. He built upon earlier work by broadening associationism to consider it as an active process of an active mind. This active process considered the effects of other associations, temperament and state of mind of the individual, the state of health of the body, as well as the circumstances of the moment.;;;;;;;;;;;;;
francis_galton;Francis Galton;;;;;;;;;;;;;
francis_galton_desc;Sir Francis Galton was a British aristocrat who wrote extensively on the measurement of an individual's mental abilities using sensory and motor tests. His 1869 work 'Hereditary Genius:  An Inquiry into its Laws and Consequences' argued that the children of geniuses tended to become geniuses themselves. He surveyed thousands of fellow academics, publishing in 1874 his findings that intelligence was primarily a heritable trait, although there was some necessity for environmental nurturance of that trait. He was the first to use identical and fraternal twins to measure the effects of nature versus nurture, and established in 1888 the theoretical basis for correlation, scatterplots, and regression as measurement tools.;;;;;;;;;;;;;
alfred_binet;Alfred Binet;;;;;;;;;;;;;
alfred_binet_desc;Alfred Binet was a French psychologist who pioneered the use of standardized testing to measure individual differences in intelligence. The French government commissioned Binet and his student Theodore Simon to develop a test in 1899 to differentiate 'retarded' from 'normal' children. The Simon-Binet test divided intelligence into several areas and measured each with a battery of questions. Questions considered to measure higher ability were those answered more often by students whom their teachers had rated highly. Binet also believed that intelligences were inherited, but improvable by education. His test assigned a single 'mental-level' score to each subject based on their test results.;;;;;;;;;;;;;
charles_spearman;Charles Spearman;;;;;;;;;;;;;
charles_spearman_desc;Charles Spearman was a British psychologist and mathematician. Spearman criticized Galton's tests as being too simple to measure intelligence. He preferred Binet's test, but criticized the use of a universal number to characterize different areas of intelligence. He developed the process of factor analysis, measuring correlations between performance in different test areas. He proposed two underlying factors 'g' for general intelligence to explain the correlations and 's' for specific abilities to explain the imperfections in his correlations. His 'g'factor was not a concrete number, but he too believed in the heritability of intelligence.;;;;;;;;;;;;;
eugenics;Eugenics;;;;;;;;;;;;;
eugenics_desc;An outgrowth from Darwinistic ideas on natural selection and trait theories and from the studies in intelligence measurement, Eugenics was concerned with the mental and physical traits found in society and a response to the weaknesses found. Positive eugenics encouraged family programs, social welfare, and the importance of education in the desirability of breeding to increase the appearance of positive traits. Negative eugenics argued for the need to remove weak traits by removing undesirable elements, leading to sterilization and even extermination of target groups.;;;;;;;;;;;;;
wilhelm_wundt;Wilhelm Wundt;;;;;;;;;;;;;
wilhelm_wundt_desc;Wilhelm Wundt was a German physiologist who opened the first university-based psychological laborator in Leipzig in 1879. Wundt published the first textbook to identify psychology as a science. His 'two reaction-time' tasks demonstrated that complex sequences are the combination of more elementary processes. This was the foundation of Cognitive Psychology.;;;;;;;;;;;;;
edward_titchener;Edward Titchener;;;;;;;;;;;;;
edward_titchener_desc;Edward Titchener was an English psychologist who studied under Wundt at Leipzig. Titchener headed the psychology department at Cornell University and founded the Structuralist school, which relied heavily on introspection to perform analysis on the structure of the mind. His attempts to break down experiences into four basic elements was discredited because it was possible for different subjects to identify different elements from the same experiences.;;;;;;;;;;;;;
william_james;William James;;;;;;;;;;;;;
william_james_desc;William James was an American psychologist and philosopher at Harvard University. James emphasized the the study of the purposes and functions of the mind, rather than its structure. James is considered the founder of the Functionalist school. He used experiments and introspection, but disclaimed introspection as scientific proof.;;;;;;;;;;;;;
gs_hall;G. Stanley Hall;;;;;;;;;;;;;
gs_hall_desc;G. Stanley Hall was the first President of the American Psychological Association. Hall founded the American Journal of Psychology in 1887. His research focused on educational psychology and adolescence. He adapted the term 'Storm and Stress' to characterize the period of adolescence. Hall believed in the heritability of behavior and supported the Eugenics program. His views on child development were later largely refuted by Piaget and Vygotsky.;;;;;;;;;;;;;
hermann_ebbinghaus;Hermann Ebbinghaus;;;;;;;;;;;;;
hermann_ebbinghaus_desc;Hermann Ebbinghaus was a German psychologist who pioneered studies in memory. Ebbinghaus used himself as subject in thousands of repetitions of his 'nonsense syllables.' Among his contributions to the field were the learning curve, the forgetting curve, and the serial position effect, which demonstrated that individuals remember the most recent information first presented. He documented 'savings': information relearned a second time is memorized faster.;;;;;;;;;;;;;
mary_calkins;Mary Calkins;;;;;;;;;;;;;
mary_calkins_desc;Mary Calkins was an American teacher who became the first female President of the American Psychological Association. A student of James' in 1890, Calkins completed the requirements for a PhD at Harvard only to be refused. She went on to a distinguished tenure at Wellesley College, writing about the psychology of the self: 'a totality, a one of many characters... a unique being in the sense that I am I and you are you'....;;;;;;;;;;;;;
alfred_adler;Alfred Adler;;;;;;;;;;;;;
alfred_adler_desc;Alfred Adler was an Austrian doctor and psychtherapist. Adler diverged from Freud in arguing that unconscious motivation could be better explained by teleological goals rather than instinctual drives. According to Adler, people are born with a feeling of Inferiority. People attempt to overcome these feelings of inferiority. Adler posited one of three outcomes. An 'inferiority complex' develops in people who are overwhelmed by these feelings. Some of these will develop a superiority complex to mask their true feelings. Psychologically healthy people manifest the concept of self-esteem and satsify their goals through a sense of personal achievement.;;;;;;;;;;;;;
anna_freud;Anna Freud;;;;;;;;;;;;;
anna_freud_desc;The daughter of Sigmund Freud, Anna began her psychoanalytic practice in 1923. She served as secretary of the International Psychoanalytical Association between 1925 and 1934. Freud became known for her work on the social importance of the ego in childhood development. She wrote 'Ego and the Mechanisms of Defense' (1936) in which she further developed the concept of defense mechanisms such as repression, displacement, reaction formation and rationalization. These are mental processes to reduce consciousness of wishes, memories and thoughts that prove threatening to self-esteem and security of the individual.;;;;;;;;;;;;;
karen_horney;Karen Horney;;;;;;;;;;;;;
karen_horney_desc;Karen Horney was a German psychoanalyst. She came to criticize Freud's emphasis on sex and aggressive as motivating drives. Horney (1937) focused on security instead as the central, inborn human need. In her view, child development was contingent upon parental fulfillment of the child's 'basic anxiety' emotion. Success would result in a trusting individual, while failure would result in insecurity. Insecurity and distrust manifests itself in personality as either avoidance, submission or dominance.;;;;;;;;;;;;;
ivan_pavlov;Ivan Pavlov;;;;;;;;;;;;;
ivan_pavlov_desc;Ivan Pavlov was a Russian physiologist and winner of the Nobel Prize for his work on reflexes in digestion. In the course of studies with dogs and salivation, Pavlov observed that the dogs elicited a certain type of salivation with certain signals that preceeded the arrival of food. In his 1927 study, Pavlov laid out the basic principles of classical conditioning in Behaviorism. The food was the unconditioned stimulus for salivation. The signal became associated with salivation as a conditioned stimulus, with salivation to the sound of the signal alone becoming the new conditioned response. Extinction, recovery, generalization and discrimination were identified in subsequent studies.;;;;;;;;;;;;;
el_thorndike;Edward L. Thorndike;;;;;;;;;;;;;
el_thorndike_desc;Edward Lee Thorndike was an American researcher who also conducted experiments in animal learning. He was known for his puzzle-box procedure (1898), in which a hungry cat was placed inside a small cage and observed to see how long it took the cat to learn to pull the lever and escape, where food was waiting. He observed that after 20-30 trials, the cats had become efficient at escaping almost instantaneously. Thorndike formulated the law of effect, stating that responses producing a positive effect became more likely to occur again, and those producing discomfort were less likely to occur again. These observations were later transformed by B.F. Skinner into the concept of operant conditioning in psychology.;;;;;;;;;;;;;
jb_watson;John B. Watson;;;;;;;;;;;;;
jb_watson_desc;John Broadus Watson was an American psychologist who studied Pavlovian conditioning in humans. Watson's most famous experiment involved conditioning an 11-year old child named Albert to associate a conditioned stimulus (fear of rats) to an unconditioned stimulus (fear of a loud hammering sound). Watson's research later led to clinical treatments extinguishing irrational fears in people. After being dismissed from Harvard over an affair and marriage with a graduate student, Watson brought his research experience to a prominent advertising firm. Modern advertising owed much to behaviorist psychology and conditioning concepts.;;;;;;;;;;;;;
ec_tolman;Edward C. Tolman;;;;;;;;;;;;;
ec_tolman_desc;Edward C. Tolman was another prominent American psychologist in the field of Behaviorism. Tolman performed maze experiments to demonstrate latent learning in animals. He showed that a rat could run the maze on the first try, if it was previously allowed to explore the maze while not hungry. Tolman evinced that the subject learned useful stimulus information about the world without reference to a reinforcing stimulus (the food). The ability to run the maze correctly on trial one demonstrated flexibility in the use of the learned information. Tolman's stimulus-stimulus (S-S) learning was opposed by the stimulus-response (S-R) orthodoxy of Skinner.;;;;;;;;;;;;;
Populism;Populism;;;;;;;;;;;;;
Populism_desc;Populism, defined either as an ideology, or (more uncommonly) a political philosophy, or a type of sociopolitical thought that compares 'the people' against 'the elite', and urges social and political system changes.;;;;;;;;;;;;;
Establishment;The Establishment;;;;;;;;;;;;;
Establishment_desc;The Establishment is a term used to refer to a visible dominant group or elite which holds power or authority in a nation. The term suggests a closed social group which selects its own members (as opposed to selection by inheritance, merit or election).;;;;;;;;;;;;;
Clericalism;Clericalism;;;;;;;;;;;;;
Clericalism_desc;Clericalism is the application of the formal, church-based, leadership or opinion of ordained clergy in matters of either the church or broader political and sociocultural import.;;;;;;;;;;;;;
Anticlericalism;Anti-Clericalism;;;;;;;;;;;;;
Anticlericalism_desc;Anti-clericalism is a historical movement that opposes religious institutional power and influence, real or alleged, in all aspects of public and political life, and the involvement of religion in the everyday life of the citizen. It suggests a more active and partisan role than mere laïcité, and has at times been violent, leading to attacks and seizure of church property.;;;;;;;;;;;;;
Bureaucracy;Bureaucracy;;;;;;;;;;;;;
Bureaucracy_desc;The purpose of a bureaucracy is to successfully implement the actions of an organization of any size (but often associated with large entities such as government, corporations, and non-governmental organizations), in achieving its purpose and mission, and the bureaucracy is tasked to determine how it can achieve its purpose and mission with the greatest possible efficiency and at the least cost of any resources.;;;;;;;;;;;;;
Nepotism;Nepotism;;;;;;;;;;;;;
Nepotism_desc;Nepotism is favoritism granted to relatives or friends regardless of merit. It is a common accusation in politics when the relative of a powerful figure ascends to similar power seemingly without appropriate qualifications.;;;;;;;;;;;;;
Aristocracy;Aristocracy;;;;;;;;;;;;;
Aristocracy_desc;Aristocracy is a form of government in which the best qualified citizens rule. The concept evolved in Ancient Greece, whereby a council of famous citizens was commonly used and contrasted with 'direct monarchy' in which an individual king held the power.;;;;;;;;;;;;;
Meritocracy;Meritocracy;;;;;;;;;;;;;
Meritocracy_desc;Meritocracy is a system of government or other administration (such as business administration) wherein appointments are made and responsibilities assigned to individuals based upon their 'merits', namely intelligence, credentials, and education, determined through evaluations or examinations.;;;;;;;;;;;;;
cinematographic_propaganda;Cinematographic Propaganda;;;;;;;;;;;;;
cinematographic_propaganda_desc;The advent of cinema has allowed the rapid spread of 'propaganda films', allowing a government the ability to sway large groups of people with messages conveyed through film.;;;;;;;;;;;;;
standard_flintlock_rifle_armament;Standard Flintlock Rifle Armament;;;;;;;;;;;;;
standard_flintlock_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation's armed forces, but by this time flintlock rifles are in use by our entire army.;;;;;;;;;;;;;
initial_muzzle_loaded_rifle_armament;Initial Muzzle-Loaded Rifle Armament;;;;;;;;;;;;;
initial_muzzle_loaded_rifle_armament_desc;The use of muzzle-loaded rifles has begun to spread within our armed forces, upgrading their existing firepower significantly. It has not yet, however, become standard.;;;;;;;;;;;;;
standard_muzzle_loaded_rifle_armament;Standard Muzzle-Loaded Rifle Armament;;;;;;;;;;;;;
standard_muzzle_loaded_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation's armed forces, but by this time muzzle-loaded rifles are in use by our entire army.;;;;;;;;;;;;;
initial_breech_loaded_rifle_armament;Initial Breech-Loaded Rifle Armament;;;;;;;;;;;;;
initial_breech_loaded_rifle_armament_desc;The use of breech-loaded rifles has begun to spread within our armed forces, upgrading their existing firepower significantly. It has not yet, however, become standard.;;;;;;;;;;;;;
standard_breech_loaded_rifle_armament;Standard Breech-Loaded Rifle Armament;;;;;;;;;;;;;
standard_breech_loaded_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation's armed forces, but by this time breech-loaded rifles are in use by our entire army.;;;;;;;;;;;;;
initial_bolt_action_rifle_armament;Initial Bolt-Action Rifle Armament;;;;;;;;;;;;;
initial_bolt_action_rifle_armament_desc;The use of bolt-action rifles has begun to spread within our armed forces, upgrading their existing firepower significantly. It has not yet, however, become standard.;;;;;;;;;;;;;
standard_bolt_action_rifle_armament;Standard Bolt-Action Rifle Armament;;;;;;;;;;;;;
standard_bolt_action_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation's armed forces, but by this time bolt-action rifles are in use by our entire army.;;;;;;;;;;;;;
machine_gun_deployment;Machine Gun Deployment;;;;;;;;;;;;;
machine_gun_deployment_desc;Machine guns have been successfully deployed throughout our armed forces, upgrading their existing firepower significantly.;;;;;;;;;;;;;
carlism;Carlism;;;;;;;;;;;;;
carlism_desc;Carlism is a traditionalist and legitimist political movement in Spain seeking the establishment of a separate line of the Bourbon family on the Spanish throne. This line descended from Infante Carlos, Count of Molina, and was founded due to dispute over the succession laws and widespread dissatisfaction with the Alfonsine line of the House of Bourbon.;;;;;;;;;;;;;
spirit_of_freedom;The Spirit of Freedom;;;;;;;;;;;;;
spirit_of_freedom_desc;For some cultures, the notion of democracy and individual freedom is rooted in their very psyche.;;;;;;;;;;;;;
first_railroads;First Railroads;;;;;;;;;;;;;
first_railroads_desc;The first railroads using steam engines were built after 1825, and propelled the industrial revolution into high gear.;;;;;;;;;;;;;
industrial_railroads;Industrial Railroads;;;;;;;;;;;;;
industrial_railroads_desc;These heavy-duty railways were built primarily for the transportation of industrial goods into urban centers.;;;;;;;;;;;;;
the_iron_horse;The Iron Horse;;;;;;;;;;;;;
the_iron_horse_desc;The term 'Iron Horse' was used admiringly when comparing early road and railroad traction engines performance to slower, less powerful horse powered tramways. The Iron Horse term became widely popularized and found frequent use in the century and a half following the competition won by George Stephenson's Rocket in innumerable newsprint articles as well as in various novels.;;;;;;;;;;;;;
commercial_railroads;Commercial Railroads;;;;;;;;;;;;;
commercial_railroads_desc;Advances in railway technology, such as the Pullman Sleeping Car, allowed for railroads to take on a large share of passenger transport.;;;;;;;;;;;;;
arteries_of_commerce;Arteries of Commerce;;;;;;;;;;;;;
arteries_of_commerce_desc;The criss-cross pattern of railways became such that the economy of an entire nation depended upon them. In time, all industrial and commercial traffic moved on railways. Fortunes were built and lost on the construction of these arteries of commerce alone.;;;;;;;;;;;;;
autobahn;Autobahn;;;;;;;;;;;;;
autobahn_desc;Transportation, whether it be by rail or by road, has become an integral part of the nation's economy. Goods and passengers are moving with an unheard-of spead, whereas not so long ago the idea of traveling even a moderate distance away from one's home province was a major undertaking now it is a minor inconvenience.;;;;;;;;;;;;;
luxury_focus;Focus on Luxury Goods;;;;;;;;;;;;;
luxury_focus_desc;Our nation's industry has become slowly turned towards the production of luxury goods such as boots, wine, cigars and luxury clothing and furniture.;;;;;;;;;;;;;
necessity_focus;Focus on Necessities;;;;;;;;;;;;;
necessity_focus_desc;Our nation's industry has become slowly more focused on the production of basic necessities such as regular furniture, clothing, paper, liquor and lumber.;;;;;;;;;;;;;
high_tech_focus;Focus on High-Tech Goods;;;;;;;;;;;;;
high_tech_focus_desc;Our nation's industry has slowly become more focused on high-tech goods such as automobiles, telephones, radios and electronic equipment.;;;;;;;;;;;;;
tuberculosis;Tubercolosis Outbreak;;;;;;;;;;;;;
tuberculosis_desc;Consumption has swept across the province, spreading the wasting sickness in its wake.;;;;;;;;;;;;;
typhoid;Typhoid Outbreak;;;;;;;;;;;;;
typhoid_desc;Typhoid is caused by the contamination of drinking water, and an outbreak of the sickness is currently ravaging the province.;;;;;;;;;;;;;
smallpox;Smallpox Outbreak;;;;;;;;;;;;;
smallpox_desc;Smallpox is currently ravaging the people in this province.;;;;;;;;;;;;;
cholera;Cholera Outbreak;;;;;;;;;;;;;
cholera_desc;Cholera is caused by the contamination of food or drinking water, and an outbreak of the sickness is currently ravaging the province.;;;;;;;;;;;;;
economic_trend;Economic Trend;;;;;;;;;;;;;
economic_trend_desc;Our nation's economy is currently in flux.;;;;;;;;;;;;;
famine;Famine;;;;;;;;;;;;;
famine_desc;There is mass starvation among the populace in this province.;;;;;;;;;;;;;
ravaged_by_disease;Ravaged by Disease;;;;;;;;;;;;;
ravaged_by_disease_desc;The province is currently being ravaged by a disease. All efforts are being made to treat those afflicted and prevent the contagion from spreading elsewhere.;;;;;;;;;;;;;
wool_cloth_factories;Wool Factories;;;;;;;;;;;;;
wool_cloth_factories_desc;No longer is wool spun in the homes of promising artisans. Now we have the ability to set up factories where textiles can be created at ten times the rate!;;;;;;;;;;;;;
luxury_clothes_factories;Luxury Clothing Factories;;;;;;;;;;;;;
luxury_clothes_factories_desc;The production of finery has moved from the work of individual artisans to factories where such clothing can be produced en masse.;;;;;;;;;;;;;
industrial_bakeries;Industrial Bakeries;;;;;;;;;;;;;
industrial_bakeries_desc;The preparation of food no longer need be done in small, household-based bakeries. Now bakeries can be built which utilize the latest in equipment and technology.;;;;;;;;;;;;;
shoe_factories;Shoe Factories;;;;;;;;;;;;;
shoe_factories_desc;Production of footwear has moved from the lowly cobbler to factories utilizing the latest in equipment and technology.;;;;;;;;;;;;;
boot_factories;Boot Factories;;;;;;;;;;;;;
boot_factories_desc;Production of footwear has moved from the lowly cobbler to factories utilizing the latest in equipment and technology.;;;;;;;;;;;;;
cement_factories;Cement Factories;;;;;;;;;;;;;
cement_factories_desc;Cement is one of the primary ingredients in construction of any kind. No longer is it limited to small shops run by cement mixers, instead being a good that may be produced in larger quantities within factories.;;;;;;;;;;;;;
stock_exchanges;Stock Exchanges;;;;;;;;;;;;;
stock_exchanges_desc;The issuing of stocks as proof of ownership in companies has led to an entire industry based on the speculation of these companies' worth.;;;;;;;;;;;;;
merchant_banking;Merchant Banking;;;;;;;;;;;;;
merchant_banking_desc;Banking has grown to be a large business, one that has spawned an entire industry based on financial services for both our own people as well as those abroad.;;;;;;;;;;;;;
sugar_refineries;Sugar Refineries;;;;;;;;;;;;;
sugar_refineries_desc;The refining of raw sugar has become a large industry, and we now possess the means to build refineries that can produce it.;;;;;;;;;;;;;
lumber_mills;Lumber Mills;;;;;;;;;;;;;
lumber_mills_desc;Small lumbering operations have grown into an industry capable of building giant mills, all to feed our growing need for construction material.;;;;;;;;;;;;;
tropical_lumber_mills;Tropical Lumber Mills;;;;;;;;;;;;;
tropical_lumber_mills_desc;With the advent of improved mechanical saws, the ability to turn hard-to-harvest tropical wood into proper lumber has become available.;;;;;;;;;;;;;
rubber_boot_factories;Rubber Boot Factories;;;;;;;;;;;;;
rubber_boot_factories_desc;You wouldn't think there'd be a demand for rubber boots, such that it would need to be produced on a massive scale. Yet here we are.;;;;;;;;;;;;;
fashion_houses;Houses of Fashion;;;;;;;;;;;;;
fashion_houses_desc;It's evidently not enough that clothing simply be clothing. Now there is a new industry based on style, making clothing to suit every taste from the simple to the extravagant.;;;;;;;;;;;;;
beef_canneries;Industrial Slaughterhouses;;;;;;;;;;;;;
beef_canneries_desc;Industrial slaughterhouses able to handle much larger amounts of livestock than the simple ranch can now be built.;;;;;;;;;;;;;
cigarette_making_machines;Cigarette Factories;;;;;;;;;;;;;
cigarette_making_machines_desc;No longer is it necessary for cigarettes to be hand-produced. Now we possess the ability to build machines able to do it far more rapidly, and at a much greater profit.;;;;;;;;;;;;;
cigar_factories;Cigar Factories;;;;;;;;;;;;;
cigar_factories_desc;No longer is it necessary for cigars to be hand-rolled. Now we possess the ability to build machines able to do it far more rapidly, and at a much greater profit.;;;;;;;;;;;;;
modernist_furnishing;Modernist Furnishing;;;;;;;;;;;;;
modernist_furnishing_desc;We now possess the ability to build factories that can create the most complex and modern furniture possible, feeding the demand for such luxuries among the wealthy.;;;;;;;;;;;;;
textile_mills;Textile Mills;;;;;;;;;;;;;
textile_mills_desc;The production of factories able to produce large amounts of cotton-based fabric is the key to meeting the huge demand.;;;;;;;;;;;;;
mass_produced_clothing;Mass-Produced Clothing;;;;;;;;;;;;;
mass_produced_clothing_desc;Advancement in techniques for creating clothing have increased our capacity for its production. No longer is it limited to the shops of the simple tailor.;;;;;;;;;;;;;
steelworks;Steelworks;;;;;;;;;;;;;
steelworks_desc;A refinery capable of mass-producing quality steel is one of the most expensive and important abilities for a nation seeking to truly industrialize.;;;;;;;;;;;;;
fertilizer_plants;Fertilizer Plants;;;;;;;;;;;;;
fertilizer_plants_desc;We now possess the ability to create a chemical refinery capable of producing vast amounts of fertilizer.;;;;;;;;;;;;;
clipper_shipyards;Clipper Shipyards;;;;;;;;;;;;;
clipper_shipyards_desc;The construction of shipyards capable of producing clipper ships is now within the realm of possibility.;;;;;;;;;;;;;
steamer_shipyards;Steamer Shipyards;;;;;;;;;;;;;
steamer_shipyards_desc;The construction of shipyards capable of producing steamships is now within the realm of possibility.;;;;;;;;;;;;;
newspapers;Newspapers;;;;;;;;;;;;;
newspapers_desc;Literacy in our country has advanced to the point where news in written form is in high demand. The creation of companies able to meet that demand is rapidly becoming necessary.;;;;;;;;;;;;;
moveable_type;Moveable Type;;;;;;;;;;;;;
moveable_type_desc;Advances in printing press technology have allowed us to develop rotary presses and other processes, all designed to make the rapid production of printed material possible.;;;;;;;;;;;;;
penny_press;Penny Press;;;;;;;;;;;;;
penny_press_desc;Advances in newsprint technology have spawned the creation of the 'penny press': cheap newspapers produced in large quantities, with the sole purpose of reaching as wide an audience as possible.;;;;;;;;;;;;;
sunday_schools;Sunday Schools;;;;;;;;;;;;;
sunday_schools_desc;The involvement of religious institutions in education, in particular the weekly 'Sunday School' employed by some churches to educate children on religious matters, has increased the country's early education efficiency.;;;;;;;;;;;;;
infant_schools;Infant Schools;;;;;;;;;;;;;
infant_schools_desc;The advent of pre-schooling, or the education of very young children in their own institutions, has increased the country's early education efficiency.;;;;;;;;;;;;;
state_education;State Education;;;;;;;;;;;;;
state_education_desc;A number of state-run educational facilities have appeared, increasing not only our ability to educate the people but also increasing the number of loyal citizens in the next generation.;;;;;;;;;;;;;
curriculum;Curriculum;;;;;;;;;;;;;
curriculum_desc;Prior to now, schools across the country had wildly different standards for what was taught. They tended to focus more on topics of local importance, and where one came from determined not only their education level but also their breadth of knowledge. The introduction of a standard curriculum across all national schools has helped bring everyone up to the same level.;;;;;;;;;;;;;
grammar_schools;Grammar Schools;;;;;;;;;;;;;
grammar_schools_desc;Early schools developed from those dedicated to teaching Latin, and slowly advanced into the teaching of Ancient Greek, English, and other subjects such as mathematics and geometry.;;;;;;;;;;;;;
high_schools;High Schools;;;;;;;;;;;;;
high_schools_desc;A high school is an institution dedicated to providing secondary education to the public (and in many of these countries, 'secondary school' is synonymous).;;;;;;;;;;;;;
scholarships;Scholarships;;;;;;;;;;;;;
scholarships_desc;The appearance of scholarships indicated the first attempt at offering higher education to students based on academic excellence, and not excluding them solely on the basis of finances. This allowed the attendance of colleges and universities to move from an elite part of the population towards being truly universal.;;;;;;;;;;;;;
tulls_seed_drill;Tull's Seed Drill;;;;;;;;;;;;;
tulls_seed_drill_desc;Up until this era, farmers planted the seeds for cereal crops by carrying the seeds in a bag and walking up and down the field throwing or broadcasting the seed. They broadcast the seed by hand on to the ploughed and harrowed ground. The problem with this method was that it did not give a very even distribution. It was not, therefore, an efficient use of the seed and much of it was wasted. Jethro Tull invented a Seed Drill which could be pulled behind a horse. It consisted of a wheeled vehicle containing a box filled with grain. There was a wheel-driven ratchet that sprayed the seed out evenly as the Seed Drill was pulled across the field.;;;;;;;;;;;;;
rotherham_plough;Rotherham Plough;;;;;;;;;;;;;
rotherham_plough_desc;The Rotherham or Yorkshire Plough invented by Disney Stanyforth and Joseph Foljambe was an improvement on the traditional plough. It was constructed of wood like the standard plough but the fittings and coulter (cutting blade) were made of iron and the mouldboard and ploughshare were covered in iron plates. It was lighter than the traditional plough and could be easily worked with a pair of horses.;;;;;;;;;;;;;
diode;Diodes;;;;;;;;;;;;;
diode_desc;In electronics, a diode is a two-terminal electronic component with asymmetric transfer characteristic, with low (ideally zero) resistance to current flow in one direction, and high (ideally infinite) resistance in the other. Diodes were the first semiconductor electronic devices.;;;;;;;;;;;;;
triode;Triodes;;;;;;;;;;;;;
triode_desc;A triode is an electronic amplification device having three active electrodes. The term most commonly applies to a vacuum tube (or valve in British English) with three elements: the filament or cathode, the grid, and the plate or anode. The triode vacuum tube was the first electronic amplification device, which propelled the electronics age forward,  by enabling amplified radio technology and long-distance telephony.;;;;;;;;;;;;;
tetrode;Tetrodes;;;;;;;;;;;;;
tetrode_desc;A tetrode is an electronic device having four active electrodes. The term most commonly applies to a two-grid vacuum tube. It has the three electrodes of a triode and an additional screen grid which significantly changes its behaviour.;;;;;;;;;;;;;
crystal_radio;Crystal Radio;;;;;;;;;;;;;
crystal_radio_desc;A crystal radio receiver, also called a crystal set or cat's whisker receiver, is a very simple radio receiver, popular in the early days of radio. It needs no battery or power source and runs on the power received from radio waves by a long wire antenna. It gets its name from its most important component, known as a crystal detector, originally made with a piece of crystalline mineral such as galena.;;;;;;;;;;;;;
valve_radio_sets;Valve Radio Sets;;;;;;;;;;;;;
valve_radio_sets_desc;With the discovery that triode valves could amplify signals it was soon noticed that they would also oscillate, a fact that was exploited in generating signals. Once the triode was established as an amplifier it made a tremendous difference to radio receiver performance as it allowed the incoming signals to be amplified. This gave significant improvements in the levels of gain that could be achieved, greatly increasing selectivity, enabling this type of receiver to outperform all other types of the era.;;;;;;;;;;;;;
carbon_transmitter;Carbon Transmitter;;;;;;;;;;;;;
carbon_transmitter_desc;Before the proliferation of vacuum tube amplifiers in the 1920s, carbon transmitters were the only practical means of obtaining high-level audio signals, and were widely used in telephone systems. Their low cost, inherently high output and  ''peaked'' frequency response characteristic were well suited for this application, and their use in new telephone installations continued up to the 1980s, long after they had been replaced by other types of microphones in other applications.;;;;;;;;;;;;;
candlestick_telephone;Candlestick Telephone;;;;;;;;;;;;;
candlestick_telephone_desc;The candlestick telephone is a style of telephone that was common from the late 1890s to the 1930s. Also known as a desk stand, upright, or a stick phone, it came with or without a rotary dial, and with a ringer box.;;;;;;;;;;;;;
the_white_mans_burden;The White Man's Burden;;;;;;;;;;;;;
