Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
accept_melanesian_title;Acceptance of the New Guinea People;;;;;;;;;;;;;
accept_melanesian_desc;One of our earliest colonies, they should be citizens like the rest, not subjects.;;;;;;;;;;;;;
accept_moluccan_title;Reconcile with the Moluccans;;;;;;;;;;;;;
accept_moluccan_desc;The people of the islands are recognized with full civic rights like mainlanders.;;;;;;;;;;;;;
accept_javan_title;Integrate the Javanese;;;;;;;;;;;;;
accept_javan_desc;Our largest and most prosperous colony, let them be citzens of Oceania, any Javanese could be the Presdident!;;;;;;;;;;;;;
CEU;The Celtic Union;;;;;;;;;;;;;
CEU_democracy;The Celtic Union;;;;;;;;;;;;;
CEU_absolute_monarchy;The Celtic Empire;;;;;;;;;;;;;
CEU_prussian_constitutionalism;The Celtic Empire;;;;;;;;;;;;;
CEU_hms_government;The Celtic Union;;;;;;;;;;;;;
CEU_presidential_dictatorship;The Celtic Union;;;;;;;;;;;;;
CEU_bourgeois_dictatorship;Celtic Free State;;;;;;;;;;;;;
CEU_proletarian_dictatorship;Celtic Soviet State;;;;;;;;;;;;;
CEU_fascist_dictatorship;The Celtic Brotherhood;;;;;;;;;;;;;
CEU_ADJ;Celtic;;;;;;;;;;;;;
form_celtic_union_title;Found the Celtic Union;;;;;;;;;;;;;
form_celtic_union_desc;We are in a dominant position to found the Celtic Union, where we unite the disparate brother groups of our culture into one whole!;;;;;;;;;;;;;
claim_wales_title;Liberate Wales;;;;;;;;;;;;;
claim_wales_desc;Long has Wales suffered under foreign rule, we will seek to free them of this great injustice and welcome them into our Union.x;;;;;;;;;;;;;
claim_brittany_title;On to Brittany;;;;;;;;;;;;;
claim_brittany_desc;Across the Channel, our Breton brothers seek cultural autonomy that the French cannot provide. We shall provide it.;;;;;;;;;;;;;
claim_spanish_galicia_title;To Iberian Galicia;;;;;;;;;;;;;
claim_spanish_galicia_desc;Free the people of Galicia! Let them live in peace!;;;;;;;;;;;;;
IRE_liberal_2;Labour;;;;;;;;;;;;;
IRE_liberal_3;Labour;;;;;;;;;;;;;
IRE_conservative;Fianna Fáil;;;;;;;;;;;;;
IRE_reactionary;Cumann na nGaedheal;;;;;;;;;;;;;
IRE_anarcho_liberal;a;;;;;;;;;;;;;
IRE_socialist;Sinn Fein;;;;;;;;;;;;;
indian_iron_production_title;Restore our Iron Production;;;;;;;;;;;;;
indian_iron_production_desc;India used to be the manufacturing heart of the world, but colonial exploitation has destroyed our manufacturing base. We must seek to use our rich deposits of iron ore for our new industrialising economy.;;;;;;;;;;;;;
indian_coal_production_title;Restore our Coal Production;;;;;;;;;;;;;
indian_coal_production_desc;Like with iron, coal is needed for a strong manufacturing base and to recover our economy from decades of colonial exploitation. Let us strike the earth for new veins of coal!;;;;;;;;;;;;;
EVTNAME7777911;Our Destiny;;;;;;;;;;;;;
EVTDESC7777911;Two factions within our new nation are pulling at the government, demanding we expand either to the north coast (Myaphisite Faction) or to the southern lakes (Representative Faction). We could reaffirm our status as the Gods Empire on Earth, or move away from a religious justification of unity to one more republican and anti-colonial in nature. We must decide which factions ideas to follow:;;;;;;;;;;;;;
EVT7777911PTA;To the North Coast and the Church of Alexandria!;;;;;;;;;;;;;
EVT7777911PTB;To the Southern Lakes of East Africa!;;;;;;;;;;;;;
EVT7777911PTC;We will not abandon our roots so easily;;;;;;;;;;;;;
EVTNAME7777912;The Church of Alexandria;;;;;;;;;;;;;
EVTDESC7777912;We have reclaimed our birthright and Copts are in control of the Church of Alexandria once more. A large number of Sunni muslims now live inside our borders, should we seek to convert them to our christian ways, or leave them be?;;;;;;;;;;;;;
EVT7777912PTA;They will know the way of God;;;;;;;;;;;;;
EVT7777912PTB;It is not for us to show their way to God;;;;;;;;;;;;;
eaf_resources_title;New Industrial Mining;;;;;;;;;;;;;
eaf_resources_desc;We must strike the earth to take advantage of our natural resources, many of which can be used in our flourishing new industrial economy.;;;;;;;;;;;;;
nge_resources_title;New Industrial Mining;;;;;;;;;;;;;
option_disable_colonial_railroading_title;§POption: Disable Colonial Railroading§!;;;;;;;;;;;;;
option_disable_colonial_railroading_desc;Remove the AIs preference for historical colonising;;;;;;;;;;;;;
option_initiate_mp_setup_title;§POption: Multiplayer Setup§!;;;;;;;;;;;;;
option_initiate_mp_setup_desc;Set the mp_setup global flag to unlock features excelusive to mp, and block op sp effects.;;;;;;;;;;;;;
option_decide_uk_isolation_title;§POption: UK Isolation Setup§!;;;;;;;;;;;;;
option_decide_uk_isolation_desc;Take this decision to premptively decide if the UK is allowed isolationism. Pax Britannica UK decision turns on isolationism;;;;;;;;;;;;;
nge_resources_desc;We must strike the earth to take advantage of our natural resources, many of which can be used in our flourishing new industrial economy.;;;;;;;;;;;;;
commerce_raider;Submarine;;;;;;;;;;;;;
commerce_raider_short;SR;;;;;;;;;;;;;
commerce_raiders;Submarines;;;;;;;;;;;;;
commerce_raiders_desc;A submarine (or sub) is a watercraft capable of independent operation underwater.;;;;;;;;;;;;;
first_combat_subs;First Combat Submarines;;;;;;;;;;;;;
first_combat_subs_desc;The submarine became a potentially viable weapon with the development of the Whitehead torpedo, designed in 1866 by British engineer Robert Whitehead, the first practical self-propelled or 'locomotive' torpedo. The spar torpedo that had been developed earlier by the Confederate States Navy was considered to be impracticable, as it was believed to have sunk both its intended target, and probably H. L. Hunley, the submarine that deployed it.;;;;;;;;;;;;;
new_carriers;Aircraft Carriers;;;;;;;;;;;;;
new_carriers_desc;An aircraft carrier is a warship that serves as a seagoing airbase, equipped with a full-length flight deck and facilities for carrying, arming, deploying, and recovering aircraft.;;;;;;;;;;;;;
2nd_combat_subs;Great War Subs;;;;;;;;;;;;;
2nd_combat_subs_desc;The first time military submarines had significant impact on a war was in World War I. Forces such as the U-boats of Germany operated against Allied commerce (Handelskrieg); the submarine's ability to function as a practical war machine relied on new tactics, their numbers, and submarine technologies such as combination diesel/electric power system that had been developed in the preceding years.;;;;;;;;;;;;
interwar_carriers;Interwar Carriers;;;;;;;;;;;;;
interwar_carriers_desc;As a result of the Washington Naval Treaty of 1922, which limited the construction of new heavy surface combat ships, most early aircraft carriers were conversions of ships that were laid down (or had served) as different ship types: cargo ships, cruisers, battlecruisers, or battleships.;;;;;;;;;;;;;
advanced_carrier_hull;Carrier Hull Advancements;;;;;;;;;;;;;
advanced_carrier_hull_desc;Specialist carrier evolution was well underway in the 1920s, with several navies ordering and building warships that were purposefully designed to function as aircraft carriers by the mid-1920s.;;;;;;;;;;;;;
quantative_easing;Quantitative Easing;;;;;;;;;;;;;
quantative_easing_desc;QE is a monetary policy whereby a central bank purchases at scale government bonds or other financial assets in order to inject money into the economy to expand economic activity. Quantitative easing is considered to be an "unconventional" form of monetary policy, which is usually used when inflation is very low or negative, and when standard monetary policy instruments have become ineffective.;;;;;;;;;;;;;
unitary_vs_federal;Government Devolution & Centralisation;;;;;;;;;;;;;
unitary_vs_federal_desc;In a unitary system the only level of government besides the central is the local or municipal government. Within a federal system the state or provincial governments share sovereignty with the central government and have final jurisdiction over a broad range of policy areas. Empire / Republic wide powers can be devolved to the provines / states.;;;;;;;;;;;;;
EVTNAME7777913;Zheltorossiya;;;;;;;;;;;;;
EVTDESC7777913;We can seek to expand our domain into the East, accomplishing a dream of many Russians to straddle Eurasia. We must now decide whether to push fully for this, or whether to stick to outer Manchuria, or Priamurye, as it shall be known. If we demand more Eastern territories, we will also be able to annex Mongolia (if puppeted).;;;;;;;;;;;;;
EVT7777913OPTA;No, Priamurye is enough;;;;;;;;;;;;;
EVT7777913OPTB;Yes, we shall also seize Mongolia;;;;;;;;;;;;;
angry_chinese_reform;Chinese Nationalist Reform;;;;;;;;;;;;;
angry_chinese_reform_desc;Enraged by demands on Manchuria, many more people of China will accept neccesary reforms, and even push full heartedly for them;;;;;;;;;;;;;
russia_annex_mongolia_title;Annex Mongolia;;;;;;;;;;;;;
russia_annex_mongolia_desc;As we carry on the path of Zheltorossiya, we will fully integrate our Mongolian puppet. Their people we be best served under our administration.;;;;;;;;;;;;;
POLITICS_DECISIONS;Decisions:;;;;;;;;;;;;;
POLITICS_DECISIONS_2;§PGM & Options§!, Alt/Historical, §CQoL Management§!, §EGeneral§!, §YMP§!;Décisions;Entscheidungen;;Decisiones;;;;;;;;;
switch_to_traditional_academic_title;§ERestore The Academia§!;Rétablir l'académie;Akademische Ausrichtung wiederherstellen;;Restauración de la academia;;;;;;;;;
switch_to_army_tech_title;§EMilitary-Industrial Complex§!;Complexe militaro-industriel;Militärisch-industrieller Komplex;;Complejo industrial militar;;;;;;;;;
switch_to_navy_tech_title;§ESea power & The Merchant Marine§!;Puissance maritime & marine marchande;Seemacht & die Handelsmarine;;El Poder marítimo y la Marina Mercante;;;;;;;;;
switch_to_culture_tech_title;§EAvantgarde Intelligentsia§!;Intelligentsia d'avant-garde;Avantgardistische Intelligentsia;;Intelectualidad de vanguardia;;;;;;;;;
switch_to_trade_tech_title;§ETycoon Capitalism & Business Schools§!;Capitalisme poussé et écoles commerciales;Magnats-Kapitalismus & Kaufmannsschulen;;Escuelas de negocios y magnates del Capitalismo;;;;;;;;;
switch_to_industry_tech_title;§ECorporative Industrialism§!;Industrialisme corporatif;Kooperativer Industrialismus;;Industrialismo corporativo;;;;;;;;;
greater_naval_bases;Interwar Naval Bases;;;;;;;;;;;;;
greater_naval_bases_desc;New cranes and tools to assist with construction and maintenance of ships allows more to be maintaned with the same shipyard crew;;;;;;;;;;;;;
advanced_roads;Prewar Roads;;;;;;;;;;;;;
advanced_roads_desc;-;;;;;;;;;;;;;
advanced_roads_2;Interwar Roads I;;;;;;;;;;;;;
advanced_roads_2_desc;-;;;;;;;;;;;;;
advanced_roads_3;Interwar Roads II;;;;;;;;;;;;;
advanced_roads_3_desc;-;;;;;;;;;;;;;
leave_soi_title;§ELeave Sphere of Influence§!;Quitter la sphère d’influence;Einflusssphäre verlassen;;Abandonar esfera de influencia;;;;;;;;;
EVTNAME77779071;A More Marxist Approach;;;;;;;;;;;;;
EVTDESC77779071;With the arrival of a new marxist government, UBI is back on the table for the upperhouse to consider.;;;;;;;;;;;;;
EVT77779071A;We will share the fruits of our labour amoungst us all;;;;;;;;;;;;;
upper_house_no_ubi;UBI Vetoed;;;;;;;;;;;;;
EVTNAME7777914;Capital Supply Depot;;;;;;;;;;;;;
EVTDESC7777914;We have built large surplus barracks and supply storage for our incoming mobilised armies to be organised and sent to the front.;;;;;;;;;;;;;
EVT7777914OPTA;Good planning Generals;;;;;;;;;;;;;
capital_mobilisation;Capital Supply Depot;;;;;;;;;;;;;
westernize_nation_desc;Our country is under intellectual assault by modernity and the Western World. In the fields of modern technology, industry and military theory, the old traditions and institutions no longer serve us as they used to. Everywhere we turn, western influences spread like wildfire through our nation, our population, and our souls. If we are to remain what we always have been, and not become something else entirely, now is the time to assume control of our own destiny. It has become apparent to the leading members of our intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance. §YReload the save (after techs have been returned via events post westernisaion) to reactivate inventions§!;;;;;;;;;;;;;
reclaim_greece_title;Reclaim Greece;;;;;;;;;;;;;
reclaim_greece_desc;Greece became independent from our Sultan in 1821, and never have we been able to re-establish control and undo the final borders imposed on us by the 1832 Conference of London. Now we shall. \n\n§YIf Greece is already owned, then the infmay cost will drop to 1 infamy§!;;;;;;;;;;;;;
integrate_algeria_title;Integrate Algeria;;;;;;;;;;;;;
integrate_algeria_desc;After our victories over the European powers we can now formally annex Algeria under the Porte's control, although some local forces may resist once more.;;;;;;;;;;;;;
integrate_tatar_crimea_title;Establish Crimea;;;;;;;;;;;;;
integrate_tatar_crimea_desc;With our control over Crimea secured once more, let us embrace our fellow islamic bretheren of the peninsula.;;;;;;;;;;;;;
EVTDESC90900;We are now sufficently advanced for the European barbarians to regard us as "Civilised", and so they must respect our right to centralise and reject foreign influence throughout China. §YReload the save (after techs have been returned via events post westernisaion) to reactivate inventions§!;;;;;;;;;;;;;
annex_black_flag_title;Annex Heiqi Jun;;;;;;;;;;;;;
annex_black_flag_desc;In light of the French annexation of Indochina, and our historic links with Vietam and the people of the region, we have deemed it appropriate to formally integrate Heiqi Jun into the Empire. This will protect them, and ensure our southern border.;;;;;;;;;;;;;
perma_disable_the_crises_title;§POption: Permanently Disable Crises§!;;;;;;;;;;;;;
perma_disable_the_crises_desc;Prevent any crises from occuring this campaign.;;;;;;;;;;;;;
EVTNAME7777915;A New Republic;;;;;;;;;;;;;
EVTDESC7777915;The Ottoman Empire is dead, and so are the claims that went with it. We shall focus on building a Turkish Republic, free from foreign domination.;;;;;;;;;;;;;
EVTOPTA7777915;Lets begin;;;;;;;;;;;;;
TRK;Turkey;;;;;;;;;;;;;
TRK_democracy;The Republic of Turkey;;;;;;;;;;;;;
TRK_absolute_monarchy;The Grand Turkish Soverienty;;;;;;;;;;;;;
TRK_prussian_constitutionalism;The Grand Turkish Soverienty;;;;;;;;;;;;;
TRK_hms_government;Turkey;;;;;;;;;;;;;
TRK_presidential_dictatorship;Turkey;;;;;;;;;;;;;
TRK_bourgeois_dictatorship;Turkey;;;;;;;;;;;;;
TRK_proletarian_dictatorship;Turkish Socialist Republic;;;;;;;;;;;;;
TRK_fascist_dictatorship;Turkish Empire;;;;;;;;;;;;;
TRK_ADJ;Turkish;;;;;;;;;;;;;
TRK_reactionary;Restorationists;;;;;;;;;;;;;
TRK_conservative;CHP;;;;;;;;;;;;;
TRK_liberal;CHP;;;;;;;;;;;;;
TRK_socialist;Socialist Workers' Party;;;;;;;;;;;;;
TRK_communist;Communist Party;;;;;;;;;;;;;
TRK_anarcho_liberal;Turkish Liberty;;;;;;;;;;;;;
TRK_fascist;Tigir:Er;;;;;;;;;;;;;
mechanical_cotton;Mechanical Cotton Production;;;;;;;;;;;;;
mechanical_cotton_desc;Egypt under Muhammad Ali in the early 19th century had the fifth most productive cotton industry in the world, in terms of the number of spindles per capita. The industry was initially driven by machinery that relied on traditional energy sources, such as animal power, water wheels, and windmills, which were also the principal energy sources in Western Europe up until around 1870. It was under Muhammad Ali in the early 19th century that steam engines were introduced to the Egyptian cotton industry.;;;;;;;;;;;;;
interwar_hull;Interwar Hull;;;;;;;;;;;;;
interwar_hull_shipyard;Interwar Shipyard;;;;;;;;;;;;;
interwar_hull_shipyard_desc;Shipbuilding has always been a ‘boom and bust’ industry, and the years between the wars were more bust than boom.;;;;;;;;;;;;;
bronze;Bronze;;;;;;;;;;;;;
bronze_factory;Bronze Factory;;;;;;;;;;;;;
bronze_factory_desc;Bronze is an alloy consisting primarily of copper, commonly with about 12–12.5% tin and often with the addition of other metals (such as aluminium, manganese, nickel or zinc) and sometimes non-metals or metalloids such as arsenic, phosphorus or silicon. These additions produce a range of alloys that may be harder than copper alone, or have other useful properties, such as strength, ductility, or machinability.;;;;;;;;;;;;;
shoes;Boots;;;;;;;;;;;;;
shoe_factory;Shoe Factory;;;;;;;;;;;;;
shoe_factory_desc;The shoemaking trade flourished in the eighteenth and early nineteenth centuries but began to be affected by industrialization in the later nineteenth century. Traditional handicraft shoemaking has now been largely superseded in volume of shoes produced by industrial mass production of footwear, but not necessarily in quality, attention to detail, or craftsmanship.;;;;;;;;;;;;;
pharma_factory;Pharmaceuticals Plant;;;;;;;;;;;;;
pharma_factory_desc;Pharmacuetical manufacturing is the process of industrial-scale synthesis of pharmaceutical drugs as part of the pharmaceutical industry. The process of drug manufacturing can be broken down into a series of unit operations, such as milling, granulation, coating, tablet pressing, and others.;;;;;;;;;;;;;
industrial_bronze_production;Industrial Bronze;;;;;;;;;;;;;
industrial_bronze_production_desc;Bronze, or bronze-like alloys and mixtures, were used for coins over a longer period. Bronze was especially suitable for use in boat and ship fittings prior to the wide employment of stainless steel owing to its combination of toughness and resistance to salt water corrosion. Bronze is still commonly used in ship propellers and submerged bearings.;;;;;;;;;;;;;
industrial_boots_production;Mass Shoe Production;;;;;;;;;;;;;
industrial_boots_production_desc;Until the 19th century, shoemaking was a traditional handicraft, but by the century's end, the process had been almost completely mechanized, with production occurring in large factories. Despite the obvious economic gains of mass-production, the factory system produced shoes without the individual differentiation that the traditional shoemaker was able to provide.;;;;;;;;;;;;;
interwar_hulls;Interwar Hull Construction;;;;;;;;;;;;;
interwar_hulls_desc;During World War One, many ships sank, so after the war there were a few years when there was high demand for building new ships. However, by the mid 1920s, enough ships had been built to meet demand. This was partly a result of the peace terms, under which Germany was expected to build ships to be distributed among the Allies.;;;;;;;;;;;;;
medical_equipment;Drug Manufacturing;;;;;;;;;;;;;
medical_equipment_desc;In the pharmaceutical industry, a wide range of excipients may be blended together with the active pharmaceutical ingredient to create the final blend used to manufacture the solid dosage form. The range of materials that may be blended, presents a number of variables which must be addressed to achieve target product quality attributes.;;;;;;;;;;;;;
EVTNAME7777916;Capital Supply Removal;;;;;;;;;;;;;
EVTDESC7777916;Remove the supply increase in the capital for AI nations;;;;;;;;;;;;;
EVTNAME77779161;Non-Capital Supply Removal;;;;;;;;;;;;;
EVTDESC77779161;Remove the supply increase in the former capital;;;;;;;;;;;;;
EVT7777916OPTA;Do it;;;;;;;;;;;;;
chile_copper_production_title;New Industrial RGOs;;;;;;;;;;;;;
chile_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;;;;;;;;;;;;;
bolivian_tin_production_title;New Industrial RGOs;;;;;;;;;;;;;
bolivian_tin_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;;;;;;;;;;;;;
romanian_copper_production_title;New Industrial RGOs;;;;;;;;;;;;;
romanian_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;;;;;;;;;;;;;
serbian_copper_production_title;New Industrial RGOs;;;;;;;;;;;;;
serbian_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;;;;;;;;;;;;;
alaskan_copper_production_title;New Industrial RGOs;;;;;;;;;;;;;
alaskan_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;;;;;;;;;;;;;
brazilian_coal_title;New Industrial RGOs;;;;;;;;;;;;;
brazilian_coal_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;;;;;;;;;;;;;
EVTDESC5329627;We must decide who will lead our new Italian ally.;;;;;;;;;;;;;
berlin_conference;Berlin Conference;;;;;;;;;;;;;
hasmanifestdestiny;Manifest Destiny;;;;;;;;;;;;;
EVTNAME7777917;New England requests unification;;;;;;;;;;;;;
EVTDESC7777917;The government of New England, with the consent of its legislature, has requested unification with Canada. In return they ask for equal standing as full citizens. How shall we respond?;;;;;;;;;;;;;
EVTOPTA7777917;Yes! We shall be united;;;;;;;;;;;;;
EVTOPTB7777917;No, we seek to return to our homeland;;;;;;;;;;;;;
EVTNAME7777918;The Exiling;;;;;;;;;;;;;
EVTDESC7777918;We have lost. The Chartists are victorious and so we shall look across the seas, the shores and lands of Canada shall be our home. Maybe one day we will return, maybe not.;;;;;;;;;;;;;
EVTOPTA7777918;So it is.;;;;;;;;;;;;;
eng_to_canada_title;O Canada!;;;;;;;;;;;;;
eng_to_canada_desc;It is time to make ourselves and our governmnet more reflective of the new political reality, we will forge ourselves anew!;;;;;;;;;;;;;
accept_quebec_now_title;Coast to Coast;;;;;;;;;;;;;
accept_quebec_now_desc;We must work with the french speakers of our land, and take Hudson Bay Company land under Crown control;;;;;;;;;;;;;
releast_and_puppet_nen_title;New England, New Canada;;;;;;;;;;;;;
releast_and_puppet_nen_desc;We request, no we DEMAND the freedom of the people of New England. We will go to Washington and enforce our demands like its 1812.;;;;;;;;;;;;;
north_east_corridor_cores_title;The South East Corridor;;;;;;;;;;;;;
north_east_corridor_cores_desc;Since integration of the New Englanders and acceptance of their culture, we can now assert control over these lands, and future rightful control, to the international community.;;;;;;;;;;;;;
can_to_uk_title;Restore our United Kingdom;;;;;;;;;;;;;
can_to_uk_desc;After our victory over the republicans, we can proclaim once more the United Kingdom of Great Britain and Ireland.;;;;;;;;;;;;;
EVTNAME7777919;Our Common Values;;;;;;;;;;;;;
EVTDESC7777919;With the reorganisation into the Republic, we will now set out the ideals and character of our nation in the new constitution and subsequent laws. We are restricted by the views of our citizens, and technology. How shall we focus ourselves? \n\n §YLiberty:§! 35 liberals in upper house / 20 radicals / 20 liberal & 15 socialist / NV liberty. \n §REquality:§! 35 socialist in the upper house / 20 socialist & 15 liberal or radical / NV socialist §G\n Order:§! Always available \n §BProductivity:§! All 1836 commerce techs / NV productivity §!;;;;;;;;;;;;;
EVTOPTA7777919;Liberty is paramount;;;;;;;;;;;;;
EVTOPTB7777919;Equality is whats fair;;;;;;;;;;;;;
EVTOPTC7777919;Order will reign;;;;;;;;;;;;;
EVTOPTD7777919;Productivity enriches;;;;;;;;;;;;;
EVTNAME7777920;Second French intervention in Mexico;;;;;;;;;;;;;
EVTDESC7777920;Mexico has refused to repay debts owed to us, we can use this pretext (and whilst the USA is preoccupied with the Civil War) to invade an make a client out of Mexico.;;;;;;;;;;;;;
EVT7777920OPTA;Yes, we shall install Maximilian I as Emperor;;;;;;;;;;;;;
EVT7777920OPTB;No, Franco-American relations would suffer too greatly;;;;;;;;;;;;;
EVTNAME7777921;Second French intervention in Mexico;;;;;;;;;;;;;
EVTDESC7777921;We are attacked once more! Our second indpendence war is apon us! We must try to call on aid from the United States. As preoccupied as they are, it is our only hope for aid.;;;;;;;;;;;;;
EVT7777921OPTA;Let us hope the Americans respond kindly in turn.;;;;;;;;;;;;;
EVT7777921OPTB;No, we will not call on outside aid and intervention, this is our fight;;;;;;;;;;;;;
EVTNAME7777922;Second French intervention in Mexico;;;;;;;;;;;;;
EVTDESC7777922;European imperialism is back in the Americas, France seeks to impose their monarchichal ways on Mexico and control it once more, how shall we respond?;;;;;;;;;;;;;
EVT7777922OPTA;We shall aid the Mexican Republic;;;;;;;;;;;;;
EVT7777922OPTB;This does not concern us;;;;;;;;;;;;;
start_mass_literacy_campaign_title;§EStart Mass Literacy Campaign§!;;;;;;;;;;;;;
start_mass_literacy_campaign_desc;We can begin a mass education campaign to target the most illiterate citizens and raise their literacy. It will cost administrative effort, and other nations will be wary of the fast rise in the ability of populace.;;;;;;;;;;;;;
EVTNAME7777923;The Literacy Campaign of $YEAR$;;;;;;;;;;;;;
EVTDESC7777923;We have complied a list of areas most in need of targeted education to increase our literacy. Lower literacy citizens will gain more effect from the campaign, with higher literacy citizens seeing little to no effect, shall we proceed?;;;;;;;;;;;;;
EVT7777923OPTA;Yes, our people must have the opportunity education affords them;;;;;;;;;;;;;
EVT7777923OPTB;No, the literacy of our populace is now sufficent;;;;;;;;;;;;;
EVTNAME7777924;Removing European Pops;;;;;;;;;;;;;
EVTDESC7777924;They aren't needed in MP setup;;;;;;;;;;;;;
EVTOPTA7777924;Restore the usual cultures;;;;;;;;;;;;;
option_disable_euro_pops_title;§POption: Remove European pops§!;;;;;;;;;;;;;
option_disable_euro_pops_desc;Remove specifically European culture pops (they are used as feeder pops for other pops to assimilate to when the USE exists).;;;;;;;;;;;;;
bomber;Bomber;;;;;;;;;;;;;
bomber_desc;A bomber is a combat aircraft designed to attack ground and naval targets by dropping air-to-ground weaponry (such as bombs), launching torpedoes, or deploying air-launched cruise missiles.;;;;;;;;;;;;;
plane;Fighter;;;;;;;;;;;;;
pan_european_group;Pan-European;;;;;;;;;;;;;
civilize_ai_countries_title;Auto Westernise;;;;;;;;;;;;;
civilize_ai_countries_desc;Westernise the slow ai countries - cleanup;;;;;;;;;;;;;
global_1836_setup_title;World Bank Neutrality;;;;;;;;;;;;;
global_1836_setup_desc;Prevent CB justification on the World Bank;;;;;;;;;;;;;
changing_executive;Changing Executive;;;;;;;;;;;;;
UK_NAME;UK Puppet Dominions;;;;;;;;;;;;;
UK_DESC;Canada and Australia are released as puppets to pick at the start. The UK can then go on to release them from puppet status via generic release vassal decision if they so want to.;;;;;;;;;;;;;
SUPPLY_LOAD_STATUS_DESC_BASIC;The total §Ysupply throughput§! of all our §Ynaval ports§! will always be sufficient for any navy we maintain.;;;;;;;;;;;;;
french_can_primary_title;Our French Legacy;;;;;;;;;;;;;
french_can_primary_desc;The core of our nation stems from the initial French landings in Quebec, whilst the English Canadians are a key part of our nation, it is the French Canadians that laid its foundations.;;;;;;;;;;;;;
accept_hatians_title;Francais Brothers;;;;;;;;;;;;;
accept_hatians_desc;Now Haiti is under our control we should reconcile with the inhabitants of the island, led by our common language.;;;;;;;;;;;;;
IDO_democracy;Indochina;;;;;;;;;;;;;
IDO_absolute_monarchy;Empire of Indochina;;;;;;;;;;;;;
IDO_prussian_constitutionalism;Empire of Indochina;;;;;;;;;;;;;
IDO_hms_government;Indochina;;;;;;;;;;;;;
IDO_presidential_dictatorship;Indochina;;;;;;;;;;;;;
IDO_bourgeois_dictatorship;Free Indochina;;;;;;;;;;;;;
IDO_proletarian_dictatorship;The Peoples Republic of Indochina;;;;;;;;;;;;;
IDO_fascist_dictatorship;The Indochinese State;;;;;;;;;;;;;
IDO_ADJ;Indochinese;;;;;;;;;;;;;
unite_indochina_title;Form Indochina;;;;;;;;;;;;;
unite_indochina_desc;We have established control over the indochinese region and can now proclaim a new union!;;;;;;;;;;;;;
accept_ido_title;Accept Our People;;;;;;;;;;;;;
accept_ido_desc;We must work with the people of our lands, so that we prosper together.;;;;;;;;;;;;;
expand_ido_title;The Western Border;;;;;;;;;;;;;
expand_ido_desc;We must shorten our border to the west, let us claim the lands to the Bankok border to secure our western flank.;;;;;;;;;;;;;
request_canadian_lands_title;Complete East Canada;;;;;;;;;;;;;
request_canadian_lands_desc;We will formally request at the British Embassy for all our lands to be returned unto us.;;;;;;;;;;;;;
EVTNAME7777925;Canada Requests Land Grant;;;;;;;;;;;;;
EVTDESC7777925;The government of Canada has formally requested of us to hand over our directly administered territories in the north of the Americas. They are far better situated to administer it, and in light of our alliance we should consider this request seriously.;;;;;;;;;;;;;
EVT7777925OPTA;We accept;;;;;;;;;;;;;
EVT7777925OPTB;No, not this time;;;;;;;;;;;;;
liberal_revolution_in_progress;Liberal Revolution in Progress;;;;;;;;;;;;;
interwar_warfare;Early Interwar Warfare;;;;;;;;;;;;;
interwar_warfare_desc;New doctrines of concentrated armies and firepower to punch breaks in enemy lines are being theorised and tested.;;;;;;;;;;;;;
interwar_warfare_2;Late Interwar Warfare;;;;;;;;;;;;;
interwar_warfare_2_desc;New doctrines of concentrated armies and firepower to punch breaks in enemy lines are being theorised and tested.;;;;;;;;;;;;;
professional_training;Professional Training;;;;;;;;;;;;;
professional_training_desc;A professional army is composed of full-time soldiers who may be either career soldiers or conscripts. They are of higher quality, but require longer to train effectively;;;;;;;;;;;;;
professional_training_2;Advanced Training;;;;;;;;;;;;;
professional_training_2_desc;In order to use our increasing advanced weaponry and to learn the tacits of the day, training times must be increased.;;;;;;;;;;;;;
rank_1;Rank 1;;;;;;;;;;;;;
rank_2;Rank 2;;;;;;;;;;;;;
rank_3;Rank 3;;;;;;;;;;;;;
rank_4;Rank 4;;;;;;;;;;;;;
rank_5;Rank 5;;;;;;;;;;;;;
rank_6;Rank 6;;;;;;;;;;;;;
rank_7;Rank 7;;;;;;;;;;;;;
rank_8;Rank 8;;;;;;;;;;;;;
radical;Radical;;;;;;;;;;;;;
radical_uh;Radicals want to enact further political reforms, and have a low support for social reform but will become more supportive under conditions of intermediate militancy.;;;;;;;;;;;;;
radical_rebels_name;Radicals;;;;;;;;;;;;;
radical_rebels_army;Radicals;;;;;;;;;;;;;
radical_rebels_desc;Radicals will seek to found a Republic if successful. They will advance all political reforms they can, and are supportive of some social reforms.;;;;;;;;;;;;;
radical_rebels_title;Radicals;;;;;;;;;;;;;
